10.097683	3
10.117956	8
10.138229	3
10.158502	-2
10.178775	8
10.199048	9
10.219321	7
10.239594	13
10.259867	6
10.28014	13
10.300413	13
10.320686	5
10.340959	6
10.361232	6
10.381505	1
10.401778	5
10.422051	8
10.442324	9
10.462597	7
10.48287	8
10.503143	10
10.523416	8
10.543689	9
10.563962	18
10.584235	-1
10.604508	8
10.624781	7
10.645054	3
10.665327	-3
10.6856	11
10.705873	6
10.726146	16
10.746419	-1
10.766692	10
10.786965	8
10.807238	14
10.827511	6
10.847784	7
10.868057	8
10.88833	0
10.908603	-2
10.928876	12
10.949149	8
10.969422	5
10.989695	7
11.009968	5
11.030241	-3
11.050514	18
11.070787	1
11.09106	1
11.111333	6
11.131606	8
11.151879	9
11.172152	1
11.192425	8
11.212698	8
11.232971	11
11.253244	3
11.273517	0
11.29379	5
11.314063	8
11.334336	6
11.354609	2
11.374882	14
11.395155	9
11.415428	14
11.435701	3
11.455974	-1
11.476247	11
11.49652	6
11.516793	14
11.537066	1
11.557339	4
11.577612	4
11.597885	3
11.618158	8
11.638431	2
11.658704	12
11.678977	6
11.69925	6
11.719523	2
11.739796	4
11.760069	-3
11.780342	1
11.800615	11
11.820888	12
11.841161	7
11.861434	-1
11.881707	3
11.90198	11
11.922253	12
11.942526	7
11.962799	11
11.983072	-1
12.003345	1
12.023618	10
12.043891	16
12.064164	12
12.084437	10
12.10471	4
12.124983	11
12.145256	10
12.165529	1
12.185802	16
12.206075	8
12.226348	15
12.246621	6
12.266894	17
12.287167	4
12.30744	1
12.327713	2
12.347986	9
12.368259	1
12.388532	4
12.408805	18
12.429078	5
12.449351	11
12.469624	9
12.489897	15
12.51017	9
12.530443	8
12.550716	8
12.570989	3
12.591262	6
12.611535	13
12.631808	8
12.652081	2
12.672354	1
12.692627	4
12.7129	7
12.733173	2
12.753446	10
12.773719	2
12.793992	13
12.814265	0
12.834538	7
12.854811	11
12.875084	9
12.895357	2
12.91563	5
12.935903	7
12.956176	8
12.976449	16
12.996722	3
13.016995	10
13.037268	12
13.057541	5
13.077814	-1
13.098087	5
13.11836	0
13.138633	4
13.158906	2
13.179179	5
13.199452	3
13.219725	5
13.239998	6
13.260271	3
13.280544	5
13.300817	12
13.32109	4
13.341363	5
13.361636	10
13.381909	7
13.402182	15
13.422455	2
13.442728	16
13.463001	4
13.483274	2
13.503547	0
13.52382	5
13.544093	1
13.564366	0
13.584639	3
13.604912	5
13.625185	1
13.645458	-1
13.665731	5
13.686004	6
13.706277	11
13.72655	1
13.746823	2
13.767096	1
13.787369	11
13.807642	12
13.827915	7
13.848188	7
13.868461	6
13.888734	1
13.909007	3
13.92928	-5
13.949553	4
13.969826	9
13.990099	6
14.010372	3
