10.097683	931
10.117956	941
10.138229	930
10.158502	950
10.178775	968
10.199048	945
10.219321	926
10.239594	938
10.259867	937
10.28014	954
10.300413	930
10.320686	977
10.340959	999
10.361232	988
10.381505	970
10.401778	932
10.422051	918
10.442324	967
10.462597	1033
10.48287	1022
10.503143	970
10.523416	906
10.543689	952
10.563962	920
10.584235	907
10.604508	971
10.624781	968
10.645054	938
10.665327	972
10.6856	934
10.705873	925
10.726146	967
10.746419	979
10.766692	976
10.786965	963
10.807238	960
10.827511	933
10.847784	990
10.868057	987
10.88833	971
10.908603	940
10.928876	955
10.949149	988
10.969422	1003
10.989695	920
11.009968	1006
11.030241	973
11.050514	1017
11.070787	1047
11.09106	994
11.111333	1030
11.131606	1019
11.151879	1075
11.172152	1059
11.192425	1077
11.212698	1123
11.232971	1039
11.253244	1115
11.273517	1084
11.29379	1134
11.314063	1162
11.334336	1184
11.354609	1149
11.374882	1176
11.395155	1277
11.415428	1162
11.435701	1241
11.455974	1319
11.476247	1213
11.49652	1297
11.516793	1219
11.537066	1210
11.557339	1172
11.577612	1154
11.597885	1159
11.618158	1087
11.638431	1048
11.658704	1055
11.678977	1015
11.69925	1011
11.719523	1011
11.739796	980
11.760069	1001
11.780342	993
11.800615	970
11.820888	946
11.841161	924
11.861434	901
11.881707	889
11.90198	884
11.922253	906
11.942526	869
11.962799	866
11.983072	859
12.003345	983
12.023618	942
12.043891	936
12.064164	890
12.084437	852
12.10471	887
12.124983	913
12.145256	887
12.165529	875
12.185802	858
12.206075	870
12.226348	860
12.246621	853
12.266894	857
12.287167	898
12.30744	866
12.327713	846
12.347986	830
12.368259	915
12.388532	904
12.408805	812
12.429078	830
12.449351	880
12.469624	866
12.489897	880
12.51017	830
12.530443	849
12.550716	850
12.570989	870
12.591262	869
12.611535	912
12.631808	846
12.652081	858
12.672354	869
12.692627	894
12.7129	818
12.733173	871
12.753446	867
12.773719	866
12.793992	859
12.814265	858
12.834538	819
12.854811	872
12.875084	844
12.895357	892
12.91563	849
12.935903	906
12.956176	869
12.976449	821
12.996722	861
13.016995	906
13.037268	852
13.057541	802
13.077814	864
13.098087	823
13.11836	851
13.138633	786
13.158906	841
13.179179	881
13.199452	842
13.219725	873
13.239998	820
13.260271	862
13.280544	862
13.300817	829
13.32109	792
13.341363	892
13.361636	884
13.381909	853
13.402182	854
13.422455	844
13.442728	842
13.463001	779
13.483274	849
13.503547	844
13.52382	802
13.544093	881
13.564366	820
13.584639	836
13.604912	806
13.625185	827
13.645458	834
13.665731	817
13.686004	859
13.706277	851
13.72655	872
13.746823	805
13.767096	809
13.787369	836
13.807642	854
13.827915	805
13.848188	749
13.868461	832
13.888734	838
13.909007	812
13.92928	768
13.949553	875
13.969826	777
13.990099	809
14.010372	861
14.030645	877
14.050918	804
14.071191	877
14.091464	825
14.111737	882
14.13201	818
14.152283	868
14.172556	802
14.192829	825
14.213102	854
14.233375	899
14.253648	847
14.273921	776
14.294194	813
14.314467	832
14.33474	871
14.355013	821
14.375286	844
14.395559	853
14.415832	796
14.436105	867
14.456378	812
14.476651	841
14.496924	816
14.517197	819
14.53747	829
14.557743	827
14.578016	820
14.598289	791
14.618562	762
14.638835	792
14.659108	848
14.679381	853
14.699654	817
14.719927	863
14.7402	821
14.760473	875
14.780746	858
14.801019	835
14.821292	874
14.841565	841
14.861838	837
14.882111	905
14.902384	834
14.922657	905
14.94293	811
14.963203	831
14.983476	810
15.003749	853
15.024022	874
15.044295	795
15.064568	863
15.084841	883
15.105114	854
15.125387	837
15.14566	895
15.165933	823
15.186206	832
15.206479	869
15.226752	876
15.247025	880
15.267298	875
15.287571	896
15.307844	878
15.328117	874
15.34839	837
15.368663	830
15.388936	850
15.409209	887
15.429482	838
15.449755	843
15.470028	885
15.490301	857
15.510574	854
15.530847	861
15.55112	849
15.571393	865
15.591666	835
15.611939	883
15.632212	882
15.652485	860
15.672758	841
15.693031	865
15.713304	841
15.733577	844
15.75385	890
15.774123	901
15.794396	828
15.814669	868
15.834942	850
15.855215	852
15.875488	894
15.895761	819
15.916034	834
15.936307	842
15.95658	860
15.976853	842
15.997126	918
16.017399	858
16.037672	848
16.057945	854
16.078218	877
16.098491	909
16.118764	938
16.139037	967
16.15931	889
16.179583	883
16.199856	891
16.220129	927
16.240402	877
16.260675	904
16.280948	920
16.301221	846
16.321494	918
16.341767	856
16.36204	920
16.382313	846
16.402586	843
16.422859	891
16.443132	944
16.463405	872
16.483678	900
16.503951	923
16.524224	883
16.544497	875
16.56477	898
16.585043	885
16.605316	881
16.625589	914
16.645862	967
16.666135	929
16.686408	901
16.706681	934
16.726954	876
16.747227	928
16.7675	938
16.787773	902
16.808046	853
16.828319	920
16.848592	912
16.868865	919
16.889138	937
16.909411	939
16.929684	874
16.949957	896
16.97023	877
16.990503	903
17.010776	928
17.031049	914
17.051322	933
17.071595	883
17.091868	983
17.112141	932
17.132414	996
17.152687	892
17.17296	906
17.193233	909
17.213506	957
17.233779	922
17.254052	910
17.274325	948
17.294598	859
17.314871	939
17.335144	926
17.355417	1000
17.37569	971
17.395963	931
17.416236	978
17.436509	929
17.456782	994
17.477055	983
17.497328	964
17.517601	964
17.537874	932
17.558147	959
17.57842	973
17.598693	914
17.618966	992
17.639239	1021
17.659512	959
17.679785	987
17.700058	1010
17.720331	987
17.740604	964
17.760877	940
17.78115	1017
17.801423	966
17.821696	1062
17.841969	969
17.862242	1037
17.882515	1015
17.902788	1015
17.923061	974
17.943334	1012
17.963607	966
17.98388	992
18.004153	1016
18.024426	1073
18.044699	1011
18.064972	1032
18.085245	917
18.105518	961
18.125791	980
18.146064	1025
18.166337	980
18.18661	1071
18.206883	1004
18.227156	984
18.247429	1028
18.267702	941
18.287975	1093
18.308248	1086
18.328521	1081
18.348794	1066
18.369067	1107
18.38934	1032
18.409613	1106
18.429886	1098
18.450159	1092
18.470432	1030
18.490705	1063
18.510978	1052
18.531251	1074
18.551524	1104
18.571797	1114
18.59207	1070
18.612343	1115
18.632616	1053
18.652889	1036
18.673162	1081
18.693435	1147
18.713708	1070
18.733981	1104
18.754254	1065
18.774527	1118
18.7948	1109
18.815073	1125
18.835346	1118
18.855619	1053
18.875892	1101
18.896165	1108
18.916438	1101
18.936711	1128
18.956984	1083
18.977257	1153
18.99753	1090
19.017803	1094
19.038076	1017
19.058349	1134
19.078622	1108
19.098895	1143
19.119168	1127
19.139441	1113
19.159714	1083
19.179987	1163
19.20026	1059
19.220533	1182
19.240806	1091
19.261079	1133
19.281352	1173
19.301625	1149
19.321898	1156
19.342171	1145
19.362444	1200
19.382717	1186
19.40299	1172
19.423263	1176
19.443536	1128
19.463809	1195
19.484082	1168
19.504355	1206
19.524628	1279
19.544901	1230
19.565174	1218
19.585447	1363
19.60572	1373
19.625993	1305
19.646266	1329
19.666539	1409
19.686812	1425
19.707085	1581
19.727358	1666
19.747631	1401
19.767904	1426
19.788177	1310
19.80845	1304
19.828723	1316
19.848996	1211
19.869269	1341
19.889542	1246
19.909815	1290
19.930088	1221
19.950361	1242
19.970634	1222
19.990907	1235
20.01118	1259
20.031453	1210
20.051726	1271
20.071999	1249
20.092272	1237
20.112545	1237
20.132818	1234
20.153091	1228
20.173364	1233
20.193637	1226
20.21391	1233
20.234183	1253
20.254456	1238
20.274729	1202
20.295002	1252
20.315275	1308
20.335548	1246
20.355821	1225
20.376094	1323
20.396367	1268
20.41664	1199
20.436913	1192
20.457186	1291
20.477459	1310
20.497732	1236
20.518005	1248
20.538278	1285
20.558551	1278
20.578824	1251
20.599097	1218
20.61937	1204
20.639643	1258
20.659916	1349
20.680189	1276
20.700462	1266
20.720735	1249
20.741008	1262
20.761281	1169
20.781554	1331
20.801827	1374
20.8221	1293
20.842373	1169
20.862646	1320
20.882919	1235
20.903192	1295
20.923465	1237
20.943738	1253
