395	2
395.05	6
395.1	11
395.15	14
395.2	11
395.25	12
395.3	2
395.35	5
395.4	16
395.45	11
395.5	8
395.55	12
395.6	15
395.65	8
395.7	7
395.75	1
395.8	12
395.85	14
395.9	17
395.95	18
396	12
396.05	0
396.1	10
396.15	4
396.2	3
396.25	14
396.3	6
396.35	11
396.4	8
396.45	14
396.5	15
396.55	12
396.6	18
396.65	13
396.7	12
396.75	21
396.8	4
396.85	13
396.9	15
396.95	12
397	5
397.05	10
397.1	5
397.15	15
397.2	17
397.25	10
397.3	16
397.35	8
397.4	13
397.45	12
397.5	9
397.55	19
397.6	7
397.65	16
397.7	7
397.75	12
397.8	18
397.85	18
397.9	7
397.95	15
398	19
398.05	14
398.1	18
398.15	17
398.2	21
398.25	10
398.3	23
398.35	13
398.4	14
398.45	18
398.5	10
398.55	17
398.6	14
398.65	8
398.7	14
398.75	17
398.8	26
398.85	17
398.9	17
398.95	18
399	9
399.05	7
399.1	21
399.15	16
399.2	19
399.25	16
399.3	18
399.35	12
399.4	25
399.45	17
399.5	16
399.55	7
399.6	21
399.65	10
399.7	18
399.75	14
399.8	21
399.85	18
399.9	12
399.95	21
400	5
400.05	18
400.1	18
400.15	22
400.2	21
400.25	17
400.3	22
400.35	10
400.4	17
400.45	14
400.5	12
400.55	7
400.6	20
400.65	11
400.7	15
400.75	13
400.8	17
400.85	15
400.9	18
400.95	11
401	3
401.05	13
401.1	18
401.15	23
401.2	6
401.25	17
401.3	13
401.35	14
401.4	29
401.45	24
401.5	30
401.55	16
401.6	28
401.65	17
401.7	16
401.75	19
401.8	14
401.85	17
401.9	10
401.95	15
402	21
402.05	21
402.1	10
402.15	24
402.2	18
402.25	17
402.3	18
402.35	27
402.4	18
402.45	14
402.5	25
402.55	18
402.6	15
402.65	25
402.7	25
402.75	21
402.8	20
402.85	21
402.9	29
402.95	15
403	23
403.05	10
403.1	12
403.15	0
403.2	18
403.25	9
403.3	15
403.35	17
403.4	11
403.45	9
403.5	11
403.55	22
403.6	24
403.65	21
403.7	13
403.75	33
403.8	18
403.85	22
403.9	14
403.95	22
404	18
404.05	20
404.1	20
404.15	14
404.2	26
404.25	23
404.3	19
404.35	17
404.4	26
404.45	28
404.5	27
404.55	18
404.6	18
404.65	17
404.7	20
404.75	30
404.8	22
404.85	15
404.9	29
404.95	25
405	23
